Member_number,Date,itemDescription,Item Expiration
2844,21/05/2015,whipped/sour cream,21/08/2024
4509,28/09/2015,soda,28/12/2024
3245,11/05/2015,chocolate,11/08/2024
2294,22/06/2015,tropical fruit,22/09/2024
1234,20/11/2015,root vegetables,20/02/2025
3001,24/12/2015,chicken,24/03/2025
3587,05/08/2015,pastry,05/11/2024
2700,22/01/2015,tropical fruit,22/04/2024
3838,14/12/2015,red/blush wine,14/03/2025
4045,22/12/2015,whole milk,22/03/2025
1858,25/04/2015,yogurt,25/07/2024
2280,11/01/2015,organic products,11/04/2024
2454,06/04/2015,rolls/buns,06/07/2024
4437,09/10/2015,hard cheese,09/01/2025
1685,30/03/2015,pickled vegetables,30/06/2024
2349,26/02/2015,whole milk,26/05/2024
1463,24/12/2015,root vegetables,24/03/2025
3470,19/02/2015,zwieback,19/05/2024
4914,29/11/2015,whole milk,01/03/2025
2448,31/08/2015,rolls/buns,01/12/2024
3387,10/05/2015,whole milk,10/08/2024
3167,04/11/2015,hygiene articles,04/02/2025
3175,17/03/2015,curd,17/06/2024
2678,21/09/2015,rolls/buns,21/12/2024
4627,18/12/2015,curd,18/03/2025
1773,17/10/2015,pip fruit,17/01/2025
3100,23/05/2015,rolls/buns,23/08/2024
3232,29/05/2015,other vegetables,29/08/2024
3673,12/08/2015,butter milk,12/11/2024
4068,19/11/2015,tropical fruit,19/02/2025
2340,07/10/2015,beef,07/01/2025
1930,01/03/2015,soda,01/06/2024
3526,02/06/2015,coffee,02/09/2024
1617,10/02/2015,dessert,10/05/2024
1028,11/07/2015,root vegetables,11/10/2024
4440,01/12/2015,root vegetables,01/03/2025
3554,23/07/2015,root vegetables,23/10/2024
1632,15/12/2015,rolls/buns,15/03/2025
1429,07/02/2015,pip fruit,07/05/2024
1225,20/05/2015,brown bread,20/08/2024
2509,15/07/2015,rolls/buns,15/10/2024
4945,02/08/2015,butter,02/11/2024
4342,18/03/2015,rolls/buns,18/06/2024
1832,28/09/2015,candles,28/12/2024
1518,21/06/2015,yogurt,21/09/2024
1512,20/09/2015,domestic eggs,20/12/2024
4818,20/03/2015,pastry,20/06/2024
4686,19/08/2015,whole milk,19/11/2024
4986,01/02/2015,other vegetables,01/05/2024
2755,06/02/2015,fruit/vegetable juice,06/05/2024
4532,29/11/2015,chicken,01/03/2025
2070,16/08/2015,pip fruit,16/11/2024
1894,09/05/2015,soda,09/08/2024
3473,25/01/2015,whole milk,25/04/2024
2140,28/09/2015,root vegetables,28/12/2024
3286,23/12/2015,yogurt,23/03/2025
4729,08/04/2015,frozen vegetables,08/07/2024
3204,20/02/2015,oil,20/05/2024
1574,18/04/2015,whipped/sour cream,18/07/2024
3361,22/07/2015,beef,22/10/2024
1776,25/02/2015,UHT-milk,25/05/2024
2009,11/10/2015,soda,11/01/2025
3479,24/03/2015,soda,24/06/2024
2394,22/11/2015,whole milk,22/02/2025
1337,25/12/2015,bottled water,25/03/2025
3574,13/06/2015,domestic eggs,13/09/2024
1727,18/07/2015,beef,18/10/2024
1016,05/10/2015,bottled beer,05/01/2025
4326,21/01/2015,whole milk,21/04/2024
2212,22/09/2015,other vegetables,22/12/2024
1990,01/08/2015,tropical fruit,01/11/2024
3836,06/12/2015,other vegetables,06/03/2025
4560,01/07/2015,other vegetables,01/10/2024
1119,04/02/2015,whole milk,04/05/2024
1379,18/05/2015,dishes,18/08/2024
1658,03/09/2015,dish cleaner,03/12/2024
2948,16/06/2015,yogurt,16/09/2024
1273,04/05/2015,whole milk,04/08/2024
1155,27/12/2015,brandy,27/03/2025
1672,05/02/2015,brandy,05/05/2024
3841,02/04/2015,yogurt,02/07/2024
1683,20/08/2015,pip fruit,20/11/2024
1774,07/08/2015,other vegetables,07/11/2024
4441,17/06/2015,dishes,17/09/2024
1929,02/05/2015,soda,02/08/2024
1273,31/01/2015,pastry,01/05/2024
2920,11/10/2015,beef,11/01/2025
2467,18/04/2015,yogurt,18/07/2024
2678,28/11/2015,dessert,28/02/2025
3423,02/06/2015,flower (seeds),02/09/2024
4223,19/07/2015,bottled water,19/10/2024
2846,23/09/2015,liquor,23/12/2024
4103,26/07/2015,whole milk,26/10/2024
4789,02/05/2015,curd,02/08/2024
4916,26/02/2015,other vegetables,26/05/2024
2518,03/05/2015,other vegetables,03/08/2024
2622,07/03/2015,pip fruit,07/06/2024
4321,29/01/2015,chocolate,29/04/2024
2050,28/06/2015,other vegetables,28/09/2024
2146,20/06/2015,newspapers,20/09/2024
3938,26/05/2015,ham,26/08/2024
1636,19/09/2015,bottled beer,19/12/2024
4694,29/07/2015,whole milk,29/10/2024
2432,07/07/2015,frozen fish,07/10/2024
4937,18/05/2015,sausage,18/08/2024
1293,01/03/2015,light bulbs,01/06/2024
2883,17/02/2015,butter,17/05/2024
2267,30/01/2015,frozen vegetables,30/04/2024
3997,09/06/2015,herbs,09/09/2024
4792,20/07/2015,UHT-milk,20/10/2024
2292,25/03/2015,root vegetables,25/06/2024
1018,23/05/2015,root vegetables,23/08/2024
4922,13/02/2015,ice cream,13/05/2024
3151,25/09/2015,dessert,25/12/2024
2517,04/07/2015,UHT-milk,04/10/2024
1499,17/05/2015,whole milk,17/08/2024
4993,21/01/2015,brown bread,21/04/2024
1606,11/11/2015,other vegetables,11/02/2025
2918,10/08/2015,ham,10/11/2024
1815,13/01/2015,bottled water,13/04/2024
4524,05/07/2015,butter,05/10/2024
1395,11/06/2015,soda,11/09/2024
3456,16/06/2015,whole milk,16/09/2024
1597,05/02/2015,whole milk,05/05/2024
2315,02/05/2015,other vegetables,02/08/2024
4095,29/09/2015,ham,29/12/2024
3680,24/11/2015,whole milk,24/02/2025
2847,23/11/2015,white bread,23/02/2025
3426,25/10/2015,yogurt,25/01/2025
4750,04/08/2015,whipped/sour cream,04/11/2024
1384,09/08/2015,specialty chocolate,09/11/2024
3120,09/08/2015,yogurt,09/11/2024
1081,25/04/2015,butter milk,25/07/2024
1171,05/05/2015,onions,05/08/2024
4932,08/07/2015,fruit/vegetable juice,08/10/2024
4189,11/09/2015,whole milk,11/12/2024
4455,09/09/2015,soda,09/12/2024
2928,11/02/2015,root vegetables,11/05/2024
4817,18/03/2015,whole milk,18/06/2024
4257,28/06/2015,herbs,28/09/2024
4254,20/07/2015,white wine,20/10/2024
4071,19/09/2015,soda,19/12/2024
2109,28/10/2015,tropical fruit,28/01/2025
1412,05/07/2015,margarine,05/10/2024
4088,23/09/2015,whole milk,23/12/2024
4056,20/10/2015,root vegetables,20/01/2025
4441,05/05/2015,soda,05/08/2024
4363,01/07/2015,soda,01/10/2024
2107,27/11/2015,bottled water,27/02/2025
2941,23/02/2015,brown bread,23/05/2024
1497,26/07/2015,butter milk,26/10/2024
2211,01/01/2015,pastry,01/04/2024
3510,02/01/2015,whole milk,02/04/2024
4074,27/05/2015,cream cheese ,27/08/2024
3190,21/11/2015,liquor,21/02/2025
2297,01/03/2015,shopping bags,01/06/2024
3311,01/07/2015,specialty cheese,01/10/2024
3085,21/01/2015,grapes,21/04/2024
3693,16/11/2015,root vegetables,16/02/2025
4859,07/07/2015,other vegetables,07/10/2024
2125,25/06/2015,frozen meals,25/09/2024
2261,04/04/2015,root vegetables,04/07/2024
3679,27/11/2015,grapes,27/02/2025
4165,18/08/2015,citrus fruit,18/11/2024
3538,01/03/2015,other vegetables,01/06/2024
3913,19/02/2015,other vegetables,19/05/2024
2336,14/04/2015,other vegetables,14/07/2024
3549,01/08/2015,misc. beverages,01/11/2024
4434,21/09/2015,mayonnaise,21/12/2024
2854,08/02/2015,whole milk,08/05/2024
3413,08/02/2015,sausage,08/05/2024
1780,13/10/2015,canned fish,13/01/2025
2899,06/09/2015,pastry,06/12/2024
2106,13/08/2015,other vegetables,13/11/2024
3929,30/07/2015,yogurt,30/10/2024
3857,01/10/2015,tropical fruit,01/01/2025
4459,18/12/2015,beverages,18/03/2025
4551,28/07/2015,artif. sweetener,28/10/2024
4042,17/12/2015,soda,17/03/2025
2599,06/05/2015,curd,06/08/2024
1045,25/11/2015,onions,25/02/2025
4677,24/01/2015,whole milk,24/04/2024
1580,14/06/2015,whole milk,14/09/2024
3269,07/10/2015,whole milk,07/01/2025
4368,29/01/2015,bottled water,29/04/2024
1111,20/11/2015,semi-finished bread,20/02/2025
4841,13/09/2015,citrus fruit,13/12/2024
3047,07/09/2015,whole milk,07/12/2024
4349,14/03/2015,citrus fruit,14/06/2024
3580,24/11/2015,canned beer,24/02/2025
2370,18/07/2015,pastry,18/10/2024
3094,28/06/2015,bottled beer,28/09/2024
1146,12/09/2015,margarine,12/12/2024
2287,16/12/2015,tropical fruit,16/03/2025
3911,23/08/2015,salt,23/11/2024
4891,19/04/2015,cream cheese ,19/07/2024
4837,02/12/2015,bottled beer,02/03/2025
4464,21/10/2015,ice cream,21/01/2025
2940,18/10/2015,rolls/buns,18/01/2025
4972,06/02/2015,chicken,06/05/2024
4890,03/07/2015,tidbits,03/10/2024
4295,17/07/2015,butter milk,17/10/2024
2729,24/09/2015,other vegetables,24/12/2024
1125,19/11/2015,citrus fruit,19/02/2025
1850,11/01/2015,hamburger meat,11/04/2024
2928,22/09/2015,frozen meals,22/12/2024
3717,30/05/2015,frozen vegetables,30/08/2024
3809,24/03/2015,ham,24/06/2024
3437,02/02/2015,berries,02/05/2024
1481,17/01/2015,pip fruit,17/04/2024
1050,04/05/2015,whole milk,04/08/2024
2918,16/03/2015,pork,16/06/2024
4499,08/08/2015,tropical fruit,08/11/2024
4117,06/01/2015,bottled beer,06/04/2024
1630,22/05/2015,tropical fruit,22/08/2024
3715,11/05/2015,whole milk,11/08/2024
3512,17/11/2015,rolls/buns,17/02/2025
1197,27/04/2015,yogurt,27/07/2024
3958,04/03/2015,rolls/buns,04/06/2024
4890,14/09/2015,condensed milk,14/12/2024
3112,19/05/2015,nuts/prunes,19/08/2024
4502,22/11/2015,soda,22/02/2025
4719,01/06/2015,pip fruit,01/09/2024
1516,28/01/2015,oil,28/04/2024
4281,18/10/2015,soda,18/01/2025
1566,30/04/2015,ketchup,30/07/2024
4641,29/11/2015,other vegetables,01/03/2025
2561,26/02/2015,whipped/sour cream,26/05/2024
2344,17/12/2015,yogurt,17/03/2025
2643,21/04/2015,whole milk,21/07/2024
3236,09/04/2015,rolls/buns,09/07/2024
4863,30/12/2015,curd,30/03/2025
2264,12/01/2015,tropical fruit,12/04/2024
3168,20/03/2015,coffee,20/06/2024
1282,18/11/2015,yogurt,18/02/2025
2832,02/11/2015,frozen vegetables,02/02/2025
3067,27/11/2015,frozen meals,27/02/2025
1847,17/04/2015,rolls/buns,17/07/2024
3525,14/02/2015,frozen vegetables,14/05/2024
1231,14/10/2015,root vegetables,14/01/2025
3471,28/03/2015,vinegar,28/06/2024
2421,22/11/2015,whole milk,22/02/2025
4092,14/06/2015,candy,14/09/2024
1577,16/03/2015,cream cheese ,16/06/2024
3463,13/06/2015,bottled water,13/09/2024
3518,01/08/2015,brown bread,01/11/2024
4325,14/10/2015,beef,14/01/2025
4947,18/11/2015,chicken,18/02/2025
2194,11/01/2015,pip fruit,11/04/2024
2868,20/03/2015,hamburger meat,20/06/2024
3211,30/09/2015,whole milk,30/12/2024
4537,01/01/2015,brown bread,01/04/2024
2243,15/09/2015,rolls/buns,15/12/2024
2399,21/01/2015,margarine,21/04/2024
4133,22/01/2015,yogurt,22/04/2024
2937,17/06/2015,chewing gum,17/09/2024
1029,14/03/2015,ham,14/06/2024
4384,22/09/2015,canned fish,22/12/2024
3756,22/07/2015,bottled water,22/10/2024
1646,19/06/2015,ham,19/09/2024
3066,30/11/2015,root vegetables,02/03/2025
1259,27/11/2015,root vegetables,27/02/2025
2245,28/01/2015,shopping bags,28/04/2024
3289,01/03/2015,soft cheese,01/06/2024
3742,22/08/2015,hamburger meat,22/11/2024
4537,09/04/2015,grapes,09/07/2024
4531,29/09/2015,meat,29/12/2024
3764,05/10/2015,pork,05/01/2025
1581,13/08/2015,onions,13/11/2024
2859,11/02/2015,herbs,11/05/2024
2175,06/03/2015,sliced cheese,06/06/2024
1301,03/11/2015,pip fruit,03/02/2025
3465,01/11/2015,soda,01/02/2025
2203,27/06/2015,onions,27/09/2024
2113,16/08/2015,pork,16/11/2024
3072,26/01/2015,citrus fruit,26/04/2024
2805,17/08/2015,canned beer,17/11/2024
2511,14/07/2015,cat food,14/10/2024
2120,26/01/2015,whole milk,26/04/2024
2346,24/04/2015,specialty cheese,24/07/2024
2071,14/10/2015,whole milk,14/01/2025
2610,26/02/2015,shopping bags,26/05/2024
3489,18/11/2015,other vegetables,18/02/2025
3458,13/08/2015,whole milk,13/11/2024
4869,06/02/2015,hygiene articles,06/05/2024
2580,11/04/2015,chicken,11/07/2024
3305,24/06/2015,chocolate,24/09/2024
3811,24/06/2015,other vegetables,24/09/2024
1782,16/08/2015,yogurt,16/11/2024
3050,07/04/2015,whole milk,07/07/2024
4924,14/09/2015,butter,14/12/2024
1480,21/11/2015,soda,21/02/2025
3508,15/08/2015,hygiene articles,15/11/2024
2545,18/11/2015,frozen dessert,18/02/2025
3638,06/06/2015,pip fruit,06/09/2024
3971,30/12/2015,bottled beer,30/03/2025
4536,06/04/2015,pip fruit,06/07/2024
2707,12/06/2015,yogurt,12/09/2024
1382,29/09/2015,packaged fruit/vegetables,29/12/2024
4648,14/09/2015,instant coffee,14/12/2024
2699,18/04/2015,whole milk,18/07/2024
3119,05/02/2015,chicken,05/05/2024
4695,09/09/2015,canned beer,09/12/2024
4778,24/08/2015,coffee,24/11/2024
3451,26/04/2015,whole milk,26/07/2024
2221,16/12/2015,shopping bags,16/03/2025
4217,23/11/2015,liquor,23/02/2025
1334,07/06/2015,onions,07/09/2024
2499,22/11/2015,frozen meals,22/02/2025
3585,21/07/2015,other vegetables,21/10/2024
3161,08/11/2015,other vegetables,08/02/2025
2434,06/06/2015,pastry,06/09/2024
4448,06/01/2015,tropical fruit,06/04/2024
4597,13/07/2015,seasonal products,13/10/2024
4584,09/10/2015,tropical fruit,09/01/2025
1606,10/03/2015,bottled beer,10/06/2024
3323,12/11/2015,sausage,12/02/2025
1308,14/03/2015,root vegetables,14/06/2024
1331,07/10/2015,domestic eggs,07/01/2025
2386,30/01/2015,frozen dessert,30/04/2024
3910,28/02/2015,photo/film,28/05/2024
4274,01/08/2015,whole milk,01/11/2024
3101,21/01/2015,brown bread,21/04/2024
4416,23/12/2015,whole milk,23/03/2025
2375,09/12/2015,butter,09/03/2025
1819,09/09/2015,tropical fruit,09/12/2024
3981,02/10/2015,dessert,02/01/2025
3553,01/06/2015,ham,01/09/2024
3846,28/01/2015,domestic eggs,28/04/2024
3037,23/02/2015,ham,23/05/2024
3469,09/02/2015,brown bread,09/05/2024
1601,09/12/2015,root vegetables,09/03/2025
4040,03/03/2015,berries,03/06/2024
3926,07/06/2015,shopping bags,07/09/2024
4201,14/10/2015,house keeping products,14/01/2025
4274,30/09/2015,processed cheese,30/12/2024
2665,13/04/2015,detergent,13/07/2024
3153,08/10/2015,other vegetables,08/01/2025
2691,07/09/2015,domestic eggs,07/12/2024
4022,31/07/2015,yogurt,31/10/2024
3716,10/11/2015,cake bar,10/02/2025
4537,12/10/2015,rolls/buns,12/01/2025
4875,11/06/2015,cream cheese ,11/09/2024
3822,25/09/2015,ice cream,25/12/2024
3609,12/12/2015,vinegar,12/03/2025
4428,23/08/2015,citrus fruit,23/11/2024
3947,16/04/2015,packaged fruit/vegetables,16/07/2024
2448,17/08/2015,rolls/buns,17/11/2024
2688,11/04/2015,canned vegetables,11/07/2024
3764,24/07/2015,margarine,24/10/2024
4523,24/08/2015,brown bread,24/11/2024
3698,30/08/2015,yogurt,30/11/2024
3898,21/08/2015,bottled beer,21/11/2024
1761,02/10/2015,seasonal products,02/01/2025
2689,11/01/2015,whole milk,11/04/2024
1627,11/04/2015,pastry,11/07/2024
4629,16/11/2015,candy,16/02/2025
2790,30/12/2015,other vegetables,30/03/2025
4496,23/01/2015,bottled water,23/04/2024
1934,27/02/2015,napkins,27/05/2024
2513,12/02/2015,coffee,12/05/2024
3298,28/01/2015,herbs,28/04/2024
4214,20/03/2015,root vegetables,20/06/2024
2480,14/08/2015,whole milk,14/11/2024
4962,29/03/2015,yogurt,29/06/2024
3960,20/06/2015,long life bakery product,20/09/2024
2074,23/01/2015,chicken,23/04/2024
2625,03/10/2015,rolls/buns,03/01/2025
1557,04/08/2015,hamburger meat,04/11/2024
2007,28/08/2015,photo/film,28/11/2024
2120,07/10/2015,pip fruit,07/01/2025
4289,08/09/2015,liquor (appetizer),08/12/2024
2356,31/01/2015,rolls/buns,01/05/2024
4301,30/09/2015,soda,30/12/2024
2950,07/02/2015,whole milk,07/05/2024
2263,02/07/2015,tropical fruit,02/10/2024
3186,25/11/2015,other vegetables,25/02/2025
2655,01/07/2015,rolls/buns,01/10/2024
1491,18/06/2015,citrus fruit,18/09/2024
2069,10/02/2015,specialty chocolate,10/05/2024
3012,20/09/2015,brown bread,20/12/2024
2681,24/02/2015,pastry,24/05/2024
4144,06/11/2015,waffles,06/02/2025
3919,07/10/2015,root vegetables,07/01/2025
2777,01/06/2015,herbs,01/09/2024
4119,09/05/2015,onions,09/08/2024
3597,23/06/2015,whole milk,23/09/2024
2110,15/05/2015,domestic eggs,15/08/2024
3523,19/04/2015,rolls/buns,19/07/2024
3364,14/09/2015,beverages,14/12/2024
3759,08/09/2015,whole milk,08/12/2024
4014,15/11/2015,citrus fruit,15/02/2025
3140,27/08/2015,frozen meals,27/11/2024
2787,24/06/2015,rolls/buns,24/09/2024
2525,16/11/2015,other vegetables,16/02/2025
2555,05/12/2015,tropical fruit,05/03/2025
2419,07/04/2015,pip fruit,07/07/2024
4257,21/08/2015,pastry,21/11/2024
4267,16/06/2015,cream cheese ,16/09/2024
2364,08/09/2015,coffee,08/12/2024
4008,04/05/2015,pip fruit,04/08/2024
1231,28/06/2015,detergent,28/09/2024
1651,06/05/2015,other vegetables,06/08/2024
1371,11/05/2015,beef,11/08/2024
2501,09/09/2015,whole milk,09/12/2024
1467,02/05/2015,tropical fruit,02/08/2024
1015,04/05/2015,whole milk,04/08/2024
4697,10/02/2015,whole milk,10/05/2024
2727,30/09/2015,frozen meals,30/12/2024
3592,10/06/2015,bottled beer,10/09/2024
1279,19/07/2015,ham,19/10/2024
1708,02/04/2015,onions,02/07/2024
2305,05/01/2015,cream cheese ,05/04/2024
3294,03/07/2015,beef,03/10/2024
4147,16/09/2015,canned beer,16/12/2024
3850,03/09/2015,curd cheese,03/12/2024
1624,22/12/2015,berries,22/03/2025
3023,06/05/2015,hamburger meat,06/08/2024
2771,26/08/2015,sausage,26/11/2024
1144,01/04/2015,whole milk,01/07/2024
3938,18/05/2015,pork,18/08/2024
4180,07/09/2015,hamburger meat,07/12/2024
1053,09/07/2015,pastry,09/10/2024
2671,27/07/2015,sugar,27/10/2024
2001,09/09/2015,other vegetables,09/12/2024
2095,29/09/2015,other vegetables,29/12/2024
3245,08/12/2015,curd,08/03/2025
4878,18/04/2015,whole milk,18/07/2024
3489,09/03/2015,nuts/prunes,09/06/2024
3300,25/07/2015,newspapers,25/10/2024
3090,14/02/2015,white bread,14/05/2024
4441,18/02/2015,curd,18/05/2024
1242,18/05/2015,frozen meals,18/08/2024
1190,11/06/2015,root vegetables,11/09/2024
1983,06/07/2015,hamburger meat,06/10/2024
1872,24/08/2015,berries,24/11/2024
4291,09/12/2015,pip fruit,09/03/2025
4400,11/12/2015,whole milk,11/03/2025
1628,05/02/2015,yogurt,05/05/2024
1345,21/03/2015,citrus fruit,21/06/2024
2732,02/04/2015,other vegetables,02/07/2024
3410,29/10/2015,curd,29/01/2025
1920,09/02/2015,citrus fruit,09/05/2024
3241,20/09/2015,grapes,20/12/2024
2962,26/04/2015,long life bakery product,26/07/2024
2492,10/04/2015,frozen vegetables,10/07/2024
2416,05/11/2015,long life bakery product,05/02/2025
1538,08/03/2015,hamburger meat,08/06/2024
3801,23/10/2015,herbs,23/01/2025
3202,29/09/2015,tropical fruit,29/12/2024
4471,28/02/2015,butter,28/05/2024
4939,14/10/2015,other vegetables,14/01/2025
2575,13/03/2015,chicken,13/06/2024
4419,23/12/2015,citrus fruit,23/03/2025
4217,01/12/2015,bottled water,01/03/2025
1968,10/01/2015,tropical fruit,10/04/2024
3084,12/08/2015,margarine,12/11/2024
4807,18/06/2015,coffee,18/09/2024
4781,22/11/2015,cream cheese ,22/02/2025
2432,06/10/2015,condensed milk,06/01/2025
2951,05/09/2015,yogurt,05/12/2024
1452,09/05/2015,rolls/buns,09/08/2024
1603,23/07/2015,white bread,23/10/2024
4727,21/11/2015,whole milk,21/02/2025
4751,19/11/2015,soda,19/02/2025
4296,24/01/2015,fruit/vegetable juice,24/04/2024
2555,11/11/2015,processed cheese,11/02/2025
1416,20/06/2015,other vegetables,20/09/2024
1919,18/08/2015,soda,18/11/2024
2069,02/07/2015,fruit/vegetable juice,02/10/2024
4509,23/07/2015,bottled water,23/10/2024
4864,22/07/2015,rolls/buns,22/10/2024
1575,04/01/2015,whole milk,04/04/2024
2969,28/09/2015,other vegetables,28/12/2024
4301,20/12/2015,detergent,20/03/2025
3855,02/12/2015,whole milk,02/03/2025
3202,16/04/2015,newspapers,16/07/2024
2167,14/03/2015,soda,14/06/2024
4148,07/01/2015,whole milk,07/04/2024
2517,28/01/2015,cream cheese ,28/04/2024
2840,24/03/2015,butter,24/06/2024
1212,19/06/2015,cat food,19/09/2024
2735,01/06/2015,other vegetables,01/09/2024
1212,31/07/2015,other vegetables,31/10/2024
1324,26/03/2015,processed cheese,26/06/2024
2431,29/06/2015,yogurt,29/09/2024
4526,08/06/2015,canned beer,08/09/2024
1662,12/06/2015,bottled water,12/09/2024
3802,15/10/2015,whipped/sour cream,15/01/2025
2532,08/01/2015,sugar,08/04/2024
1316,26/03/2015,frozen vegetables,26/06/2024
2304,01/07/2015,whole milk,01/10/2024
1955,13/02/2015,rolls/buns,13/05/2024
2243,31/01/2015,soda,01/05/2024
3859,03/08/2015,curd,03/11/2024
3156,02/08/2015,berries,02/11/2024
4605,23/10/2015,margarine,23/01/2025
1864,27/09/2015,whole milk,27/12/2024
4102,13/05/2015,soda,13/08/2024
4835,22/05/2015,rolls/buns,22/08/2024
1668,14/03/2015,curd,14/06/2024
3130,02/05/2015,bottled water,02/08/2024
1110,20/11/2015,soda,20/02/2025
2240,07/07/2015,frozen vegetables,07/10/2024
4647,17/02/2015,hard cheese,17/05/2024
3872,07/02/2015,frozen vegetables,07/05/2024
3184,24/10/2015,onions,24/01/2025
4623,08/07/2015,whipped/sour cream,08/10/2024
2111,25/02/2015,candles,25/05/2024
3068,19/06/2015,yogurt,19/09/2024
4533,21/05/2015,citrus fruit,21/08/2024
3926,30/06/2015,rolls/buns,30/09/2024
1605,18/06/2015,citrus fruit,18/09/2024
4468,15/06/2015,brown bread,15/09/2024
2041,24/09/2015,grapes,24/12/2024
3835,11/05/2015,bottled water,11/08/2024
3601,03/02/2015,yogurt,03/05/2024
2307,29/06/2015,berries,29/09/2024
1767,18/04/2015,rolls/buns,18/07/2024
4251,21/12/2015,root vegetables,21/03/2025
1365,02/11/2015,frozen vegetables,02/02/2025
1665,11/04/2015,UHT-milk,11/07/2024
2447,25/06/2015,yogurt,25/09/2024
4825,05/09/2015,frozen vegetables,05/12/2024
4844,23/02/2015,whole milk,23/05/2024
3319,03/03/2015,soda,03/06/2024
2536,07/11/2015,pastry,07/02/2025
1857,10/08/2015,long life bakery product,10/11/2024
4133,27/07/2015,semi-finished bread,27/10/2024
2128,20/06/2015,citrus fruit,20/09/2024
1793,24/09/2015,rolls/buns,24/12/2024
3445,15/02/2015,beverages,15/05/2024
2041,17/07/2015,liquor (appetizer),17/10/2024
1178,23/03/2015,coffee,23/06/2024
2080,21/04/2015,whole milk,21/07/2024
1928,17/09/2015,canned beer,17/12/2024
2884,08/05/2015,cream cheese ,08/08/2024
3532,25/01/2015,pip fruit,25/04/2024
1892,20/11/2015,honey,20/02/2025
2880,03/11/2015,onions,03/02/2025
2033,14/02/2015,meat spreads,14/05/2024
3176,17/01/2015,citrus fruit,17/04/2024
3768,16/01/2015,curd,16/04/2024
3404,07/12/2015,whole milk,07/03/2025
3891,22/11/2015,sugar,22/02/2025
2974,26/12/2015,packaged fruit/vegetables,26/03/2025
